tez_no,baslik,metin,label,orijinal_tez_no,uretici_llm,kullanilan_prompt
AI_484213,Alkali silika reaktivitesinin (ASR) doğal malzemeler kulanılarak indirgenmesi,"# Alkali Silika Reaktivitesinin Doğal Malzemeler Kullanılarak İndirgenmesi Alkali silika reaktivitesi (ASR), betonun içerisindeki alkali elementlerin reaktif silika minerallerine saldırması sonucu meydana gelen zararlı bir kimyasal reaksiyondur. Bu reaksiyon, betonun genleşmesine, çatlaklanmasına ve yapısal bütünlüğünün kaybına neden olmaktadır. ASR probleminin çözümünde doğal malzemelerin kullanımı, ekonomik ve çevresel açıdan önemli bir alternatif sunmaktadır. Uçuş külü, silika dumanı ve doğal puzolanlar gibi malzemeler, alkali iyonlarını bağlayarak veya reaktif silika alanını azaltarak ASR'yi etkili bir şekilde kontrol edebilmektedir. Doğal puzolanik malzemeler, özellikle volkanik kül, pomza ve diyatomit gibi kaynaklar, yüksek silika içeriği nedeniyle hidratasyon sırasında alkali bileşikleriyle reaksiyona girerek zararsız ürünler oluşturmaktadır. Bu malzemelerin çimento yerine kısmi olarak kullanılması, betonun alkalilik seviyesini düşürmekte ve ASR gelişimini sınırlamaktadır. Araştırmalar, doğal puzolanların optimal oranlarda (genellikle %15-40) betona katılmasının, ASR'nin neden olduğu genleşmeyi önemli ölçüde azalttığını göstermektedir. Ayrıca bu malzemelerin kullanımı, betonun dayanıklılığını artırırken aynı zamanda çevresel etkileri de minimize etmektedir. Sonuç olarak, doğal malzemelerin ASR kontrolünde kullanılması, teknik etkinliği sağlarken sürdürülebilir ve ekonomik bir çözüm sunmaktadır. Bu yaklaşım, özellikle uzun ömürlü ve dayanıklı betonarme yapıların inşasında önemli bir rol oynamaktadır.",1,484213,claude,Prompt_2
AI_335324,Türkiye Laserpitium L. (Apiaceae) cinsinin taksonomik revizyonu,"# Türkiye Laserpitium L. (Apiaceae) Taksonomik Revizyonu Laserpitium L., Apiaceae familyasına ait çok yıllı otsu bitkiler için önemli bir cinsidir. Türkiye, bu cinsinin floristik çeşitliliğinin yüksek olduğu bölgelerden biri olarak kabul edilmektedir. Türkiye'de Laserpitium türlerinin taksonomik durumu uzun süre belirsiz kalmış, farklı çalışmalarda çeşitli sınıflandırmalar yapılmıştır. Taksonomik revizyonlar, morfolojik karakterler üzerinde yoğunlaşmaktadır. Bitkilerin meyve şekli, yaprakların bölünüş tarzı, çiçek rengi ve gövde özellikleri ayırt edici özellikler olarak kullanılmıştır. Bu özelliklerin sistematik bir şekilde değerlendirilmesi, türler arası sınırların net bir biçimde çizilmesini sağlamıştır. Moleküler çalışmalar, geleneksel morfolojik analizleri tamamlayıcı nitelikte önemli veriler sunmaktadır. DNA dizileme teknikleri kullanılarak yapılan filogenetik analizler, türlerin evrimsel ilişkilerini açığa çıkarmış ve taksonomik konumlandırmayı desteklemiştir. Türkiye'de tespit edilen Laserpitium türleri arasında endemik türler de bulunmaktadır. Bu endemitlerin korunması, biyolojik çeşitliliğin sürdürülebilirliği açısından kritik öneme sahiptir. Revizyonlar sonucunda elde edilen sonuçlar, flora çalışmalarına ve koruma stratejilerine yön vermektedir. Bu kapsamda yapılan çalışmalar, Türkiye'nin bitki genetik kaynakları bakımından zenginliğini ortaya koymaktadır.",1,335324,claude,Prompt_3
AI_353605,Fenazopridin hidroklorür'ün poli(p-aminobenzen sülfonik asit)-modifiye camsı karbon elektrotta ilaç dozaj formlarından miktarının belirlenmesi,"# Fenazopridin Hidroklorür'ün Analitik Tayini Fenazopridin hidroklorür, idrar yolu enfeksiyonlarında kullanılan yaygın bir uroanalgetiktir. Terapötik etkililiğinin sağlanması için ilaç formülasyonlarında doğru miktarın bulunması kritik öneme sahiptir. Bu çalışmada, poli(p-aminobenzen sülfonik asit) ile modifiye edilmiş camsı karbon elektrot kullanılarak fenazopridin hidroklorür'ün elektrokimyasal tayini gerçekleştirilmiştir. Modifiye elektrot yüzeyi, p-aminobenzen sülfonik asidin elektrokimyasal polimerizasyonu ile hazırlanmış ve karakterizasyonu çeşitli teknikler kullanılarak yapılmıştır. Geliştirilen yöntem, farklı pH değerleri, tarama hızları ve potansiyel aralıklarında optimize edilmiştir. Elektrokimyasal impedans spektroskopisi, döngüsel voltametri ve diferansiyel puls voltametri gibi teknikler uygulanmıştır. Optimizasyon sonrasında, yöntemin doğrusal çalışma aralığı, saptama sınırı ve niceleme sınırı belirlenmiştir. Ticari tablet ve enjektabl formülasyonlardan alınan numuneler analiz edilerek, fenazopridin hidroklorür miktarı belirlenmiştir. Elde edilen sonuçlar, yüksek doğruluk ve kesinlik göstermiş olup, resmi farmakopeya yöntemleriyle uyumlu bulunmuştur. Geliştirilen elektrokimyasal yöntem, hızlı, ekonomik ve çevre dostu bir alternatif olarak sunulmuştur.",1,353605,claude,Prompt_1
AI_733074,Dakriyosistorinostomi cerrahisinde bikanaliküler silikon tüp entübasyonu ve cerrahi başarıya etkileri,"# Dakriyosistorinostomi Cerrahisinde Bikanaliküler Silikon Tüp Entübasyonu ve Cerrahi Başarıya Etkileri Dakriyosistorinostomi (DCR), lakrimal sistem tıkanıklıklarının tedavisinde standart cerrahi yöntemdir. Bu çalışma, bikanaliküler silikon tüp entübasyonunun cerrahi başarı oranlarına etkisini değerlendirmeyi amaçlamaktadır. Lakrimal kanal tıkanıklıkları, epifora ve göz enfeksiyonlarına neden olan yaygın bir patolojidir. DCR ameliyatında başarı oranları %90-99 arasında değişmektedir. Silikon tüp uygulaması, yeni oluşturulan ostiyumun fibrozu önleme ve patent kalmasını sağlama amacıyla kullanılmaktadır. Bikanaliküler silikon tüp entübasyonu, hem üst hem de alt lakrimal kanallarına tüp yerleştirilmesini içermektedir. Bu teknik, unikanal ve entübasyonsuz yöntemlerle karşılaştırıldığında daha iyi anatomik başarı sağlayabilir. Tüpler, ostiyum fibrozu ve stenozu önlemeye, lakrimal drenaj sisteminin uygun şekilde yeniden epitelizasyonunu sağlamaya yardımcı olmaktadır. Çalışmalar göstermektedir ki, silikon tüp uygulaması, özellikle primer DCR başarısızlığı olan hastalarda ve tekrarlayan tıkanıklık riskinin yüksek olduğu durumlarda faydalıdır. Tüp yerleştirme süresi, enfeksiyon riski ve hasta uyumu gibi faktörler başarıyı etkilemektedir. Sonuç olarak, bikanaliküler silikon tüp entübasyonu, DCR cerrahisinde başarı oranlarını artırmak için etkili bir tamamlayıcı yöntemdir. Ancak hasta seçimi, cerrahi teknik ve postoperatif yönetim, optimal sonuçlar için kritik öneme sahiptir.",1,733074,claude,Prompt_2
AI_144779,İttihat ve Terakki Cemiyeti ve Osmanlı Posta ve Telgraf Teşkilatı /,"# İttihat ve Terakki Cemiyeti ile Osmanlı Posta ve Telgraf Teşkilatı İttihat ve Terakki Cemiyeti, Osmanlı İmparatorluğu'nun modernleşme sürecinde önemli bir rol oynamıştır. 1889'da kurulan bu örgütün üyeleri, devletin ilerlemesi için çağdaş yönetim sistemleri ve teknolojik altyapının gerekliliğine inanmıştır. Posta ve telgraf hizmetleri, İttihatçılar tarafından devletin merkezi otoritesini güçlendirmenin temel araçları olarak görülmüştür. Bu iletişim ağları, Anadolu'dan Balkanlara uzanan geniş coğrafyada hükümetin kontrolünü sağlamıştır. Özellikle 1908 Jön Türk Devrimi sonrasında, İttihat ve Terakki Cemiyeti yönetimde etkin hale geldiğinde, posta ve telgraf teşkilatının modernizasyonuna önem verilmiştir. Telgraf hatlarının genişletilmesi ve posta ağının iyileştirilmesi, merkezi devletin idari kabiliyetini artırmıştır. Bu sayede İstanbul'dan vilayetlere hızlı haberleşme mümkün olmuş, askeri ve sivil yönetim daha etkin biçimde koordine edilebilmiştir. Ayrıca ticari gelişme ve ekonomik entegrasyon da bu altyapının iyileşmesiyle desteklenmiştir. Sonuç olarak, İttihat ve Terakki Cemiyeti'nin modernleştirme projelerinde posta ve telgraf sistemi, devletin güçlendirilmesi ve Osmanlı İmparatorluğu'nun çağdaş devlet yapısına uyarlanması amacında kritik bir unsur olmuştur.",1,144779,claude,Prompt_3
AI_786382,İlk trimester gebelik kayıplarında maternal serum 25-hidroksivitamin d3 (kalsitriol) düzeyi,"# İlk Trimester Gebelik Kayıplarında Maternal Serum 25-Hidroksivitamin D3 Düzeyi Vitamin D, kalsiyum homeostazı ve bağışıklık sistemi düzenlemesi gibi temel fizyolojik fonksiyonlarda kritik bir rol oynamaktadır. Son yıllarda yapılan çalışmalar, vitamin D eksikliğinin gebelik komplikasyonları ile ilişkili olabileceğini göstermektedir. Bu araştırma, ilk trimester gebelik kayıplarında maternal serum 25-hidroksivitamin D3 (kalsitriol) düzeylerinin potansiyel rolünü incelemektedir. Gebeliğin erken döneminde, implantasyon ve plasental gelişim gibi kritik süreçler meydana gelmektedir. Vitamin D, bu dönemlerde endometrial fonksiyon, implantasyon ve bağışıklık toleransı açısından önem taşımaktadır. Vitamin D reseptörleri, endometrium, plasenta ve bağışıklık hücrelerinde bulunmakta, lokal immün yanıtın düzenlenmesinde yer almaktadır. Çalışmalar, düşük vitamin D seviyelerinin otoimmün tepkiler ve kronik enflamasyonu artırabileceğini, bu da erken gebelik kaybı riskini yükseltebileceğini göstermektedir. Ayrıca, vitamin D eksikliğinin trofoblast invazyonu ve plasental anjiogenezisi olumsuz etkileyebileceği belirtilmektedir. Bu tez, maternal serum kalsitriol düzeyleri ile ilk trimester gebelik kayıpları arasındaki ilişkiyi sistematik olarak inceleyerek, vitamin D supplementasyonunun gebelik sağlığı açısından klinik önemini ortaya koymayı amaçlamaktadır.",1,786382,claude,Prompt_1
AI_267031,Çocukluk döneminde lityum-pilokarpinle oluşturulan deneysel status epileptikus modelinde rekombinant insan eritropoietinin etkinliğinin araştırılması,"Bu araştırma, çocukluk döneminde deneysel status epileptikus (SE) modelinde rekombinant insan eritropoietinin (rhEPO) neuroprotektif etkilerini incelemeyi amaçlamaktadır. Status epileptikus, kontrol edilemeyen tekrarlayan nöbetlerle karakterize hayatı tehdit eden bir durumdur. Çocukluk dönemindeki SE, ciddi nörolojik hasarlar ve uzun vadeli sekellerle ilişkilidir. Lityum-pilokarpine maruz kalma, deneysel SE modelinde güvenilir ve tekrarlanabilir nöbetler oluşturmak için kullanılan standart bir yöntemdir. Eritropoietin (EPO), başlıca eritrosit üretimini düzenleyen bir hormon olmakla birlikte, merkezi sinir sisteminde güçlü neuroprotektif özelliklere sahiptir. Antiinflamatuar, antiapoptotik mekanizmalar ve oksidatif stres inhibisyonu yoluyla nöral dokuyu korur. rhEPO, kan-beyin bariyerini geçebilen yeniden birleştirilen formudur. Bu çalışmada, lityum-pilokarpine maruz kalan hayvan modelinde rhEPO'nun nöbetlerin şiddetini azaltması, nöbetlerin süresi ve sıklığını düşürmesi, ayrıca neuropatolojik hasarları minimize etmesi beklenmektedir. Araştırma, beyin dokusundaki antioksidan enzim aktiviteleri, inflamatuar sitokin seviyeleri, apoptotik belirteçleri ve histopatolojik değişiklikleri değerlendirir. Sonuçlar, rhEPO'nun çocukluk döneminde SE'ye bağlı nöral hasardan koruyucu potansiyelini ortaya koymaktadır. Bu bulgular, SE tedavisinde neuroprotektif ajan olarak rhEPO'nun klinik uygulamalarının geliştirilmesine katkı sağlayabilir ve çocuk hastaların prognozunu iyileştirmeye yönelik yeni terapötik stratejiler sunabilir.",1,267031,claude,Prompt_2
AI_604238,Müslümanlar arası dini gruplaşma ve ötekileştirme problemi (Genel görünüm),"# Müslümanlar Arası Dini Gruplaşma ve Ötekileştirme İslam tarihinde mezhepsel ayrılıklar, erken dönemlerden itibaren ortaya çıkmış ve günümüze kadar devam etmiştir. Başlangıçta siyasi nitelikte olan bu farklılaşmalar zamanla dini ve itikadi boyutlar kazanmış, Sünni-Şii ayrımı gibi köklü bölünmelere yol açmıştır. Bu mezhepsel farklılıklar, teolojik yorumlamalardan ibadete kadar pek çok alanda belirginleşmiş olup, toplumsal düzeyde ciddi sorunlara neden olmuştur. Müslümanlar arasındaki gruplaşma, sadece mezhepsel sınırlarla sınırlı değildir. Coğrafi, kültürel ve siyasi faktörler de bu bölünmeleri derinleştirmiştir. Bazı bölgelerde mezhepsel kimlik, etnik veya millî kimlik kadar güçlü bir belirleyici haline gelmiş, bu da sosyal kohezyon ve kardeşlik ilkesinin zayıflamasına neden olmuştur. Ötekileştirme mekanizması, gruplaşmanın en tehlikeli sonucudur. Farklı mezhep ve yorumlamalara bağlı gruplar, birbirlerini dışlayıcı söylem ve tutumlarla ele almaya başlamış, hatta bazı durumlarda şiddet ve çatışmaya varmıştır. Bu durum, İslam'ın temel mesajı olan birlik ve barış ilkesiyle çelişmektedir. Günümüzde bu sorunun çözümü, diyalog kültürünün geliştirilmesi, ortak değerlerin vurgulanması ve farklılıkların hoşgörüyle karşılanmasıyla mümkün görülmektedir. İslami değerler çerçevesinde birliğin yeniden tesisi, hem akademik hem de sosyal düzeyde önemli bir görevdir.",1,604238,claude,Prompt_3
AI_393647,İkiz açık teoremi ve Türkiye uygulaması (1975-2013),"İkiz açık teoremi, bir ülkenin cari işlemler açığı ile bütçe açığı arasındaki ilişkiyi açıklayan makroekonomik bir kavramdır. Bu teoriye göre, bütçe açığındaki artış doğrudan cari işlemler açığında artışa yol açmaktadır. Türkiye örneğinde 1975-2013 dönemi incelendiğinde, bu teorik ilişkinin geçerliliği ve sınırlamaları ortaya çıkmaktadır. Söz konusu dönemde Türkiye ekonomisi, özellikle 1980'li yıllardan sonra finansal liberalizasyon ve dış ticaretin serbestleşmesi ile önemli dönüşümler yaşamıştır. Bütçe açıkları ve cari işlemler açıkları arasındaki korelasyon, belirtilen zaman aralığında farklı evreler göstermiştir. 1980'ler ve 1990'lar boyunca, dış finansman kaynaklarının kullanılabilirliği sayesinde bu iki açık arasındaki ilişki teorik beklentilerden sapabilmiştir. 2000'li yılların başında yaşanan krizler sonrasında ise, Türkiye ekonomisinde daha güçlü bir bağlantı gözlemlenmiştir. Özellikle 2008 küresel finansal krizi ve sonrasında uygulanan politikalar, ikiz açık olgusunun önemini vurgulayan bulgular sunmuştur. Bu çalışma, teorik çerçevenin Türkiye'nin spesifik koşulları altında ne ölçüde geçerli olduğunu ortaya koymakta, makroekonomik istikrar politikalarının tasarımında önemli çıkarımlar sunmaktadır.",1,393647,claude,Prompt_1
AI_377439,Bazı sülfenamit türevlerinin mikrodalga yardımıyla sentezi,"# Bazı Sülfenamit Türevlerinin Mikrodalga Yardımıyla Sentezi Sülfenamitler, sülfen grubunun nitrojen ile bağlanmasıyla oluşan organik bileşiklerdir ve endüstriyel uygulamalarda, özellikle kauçuk vulkanizasyonunda önemli rol oynamaktadırlar. Bu çalışmada, geleneksel yöntemlere alternatif olarak mikrodalga ışınlaması kullanılarak sülfenamit türevlerinin sentezi incelenmektedir. Mikrodalga tekniği, geleneksel ısıtma yöntemlerine kıyasla daha hızlı reaksiyon süreleri, yüksek verim ve enerji tasarrufu sağlamaktadır. Çalışmada, farklı aromatik aminler ile dihidro disülfit bileşikleri uygun çözücüler ve katalizörler varlığında mikrodalga ortamında reaksiyona sokulmuştur. Elde edilen sülfenamit ürünleri, çeşitli spektroskopik yöntemler (FT-IR, ¹H-NMR, ¹³C-NMR) ve kütle spektrometresi (MS) kullanılarak karakterize edilmiştir. Sentez parametreleri, sıcaklık, zaman, güç ve katalizör konsantrasyonu gibi faktörlerin ürün verimliğine etkileri sistematik olarak araştırılmıştır. Sonuçlar, mikrodalga ışınlamasının sülfenamit sentezinde oldukça etkili bir yöntem olduğunu göstermektedir. Geleneksel yöntemlerle karşılaştırıldığında, reaksiyon süreleri önemli ölçüde kısalmış, ürün verimleri artmış ve istenmeyen yan ürünlerin oluşumu minimize edilmiştir. Bu bulgular, endüstriyel üretim ölçeğinde mikrodalga teknolojisinin uygulanabilirliğini desteklemektedir.",1,377439,claude,Prompt_2
AI_505912,Afyonkarahisar-Sandıklı Ovası yağmurlama sulamalarında uygulama sorunları,"# Afyonkarahisar-Sandıklı Ovası Yağmurlama Sulamalarında Uygulama Sorunları Afyonkarahisar-Sandıklı Ovası'nda yağmurlama sulama sistemleri tarım verimliliğini artırmak amacıyla yaygın şekilde kullanılmaktadır. Ancak bu sistemlerin uygulanması sırasında çeşitli teknik ve operasyonel sorunlarla karşılaşılmaktadır. Su kaynağının yetersiz olması, bölgedeki en temel sorunlardan biridir. Ova, yıl içerisinde değişken yağış dağılımına sahip olduğundan, kuru dönemlerde gerekli su miktarını sağlamak zor hale gelmektedir. Buna ek olarak, sulama altyapısının yetersiz bakım ve onarımı, sistemin verimliliğini düşürmektedir. Boruların tıkanması, bağlantı noktalarında sızıntılar ve spreylerde oluşan hasarlar sık rastlanılan problemlerdir. Sosyoekonomik faktörler de önemli rol oynamaktadır. Çiftçilerin yağmurlama sisteminin kurulum ve işletme maliyetlerini karşılamada yaşadığı zorluklar, teknolojinin yaygınlaşmasını sınırlamaktadır. Ayrıca, eksik teknik bilgi ve eğitim eksikliği, sistemin optimal kullanımını engellemektedir. Birçok işletmeci sulama zamanlaması, su miktarı ve basınç ayarları konusunda yeterli bilgiye sahip değildir. Çevre ve toprak kalitesi sorunları da göz önünde bulundurulmalıdır. Aşırı sulama, tuzlaşma ve drenaj sorunlarına neden olmaktadır. Etkili bir sulama yönetimi ve düzenli eğitim programları, bu sorunları çözmek için gereklidir.",1,505912,claude,Prompt_3
AI_479325,Bir diplomat ve siyaset adamı olarak Cevat Açıkalın,"# Bir Diplomat ve Siyaset Adamı Olarak Cevat Açıkalın Cevat Açıkalın, Türkiye'nin modern döneminde önemli bir rol oynayan diplomat ve siyaset adamlarından biridir. Cumhuriyet'in ilk yıllarından itibaren devlet hizmetinde bulunmuş olan Açıkalın, hem dış politika alanında hem de iç siyasette etkili kararlar almıştır. Diplomatik kariyeri boyunca, Türkiye'nin uluslararası konumunun güçlendirilmesine katkıda bulunmuş ve çeşitli önemli görevlerde bulunmuştur. Açıkalın'ın siyasi faaliyetleri, Türkiye'nin Batı ile ilişkilerinin kurulması ve geliştirilmesi sürecinde merkezi bir yere sahiptir. Dönemin jeopolitik şartları altında, ülkenin dış politika stratejisinin belirlenmesinde aktif rol oynamıştır. Aynı zamanda, iç siyasette de etkinlik göstererek, devletin kurumsal yapısının güçlendirilmesine destek vermiştir. Açıkalın'ın mirasının incelenmesi, Türkiye'nin yirminci yüzyılda yaşadığı dönüşüm sürecini anlamak açısından önemlidir. Diplomatik faaliyetleri ve siyasi görüşleri, dönemin tarihsel koşullarını ve Türkiye'nin modernleşme çabalarını yansıtmaktadır. Bu nedenle, onun kişiliği ve çalışmaları, Cumhuriyet tarihi araştırmaları için değerli bir kaynak teşkil etmektedir.",1,479325,claude,Prompt_1
AI_35402,Sigara izmarit zifiri üzerine kromatografik çalışmalar /,"# Sigara İzmariti Zifiri Üzerine Kromatografik Çalışmalar Sigara izmaritlerinin başlıca bileşeni olan zifir, tütün ürünlerinin yanması sonucunda oluşan karmaşık bir organik karışımdır. Bu çalışma, zifir bileşenlerinin tanımlanması ve karakterizasyonu amacıyla kromatografik yöntemlerin uygulanmasını kapsamaktadır. Araştırmada, sigara izmaritlerinden elde edilen zifir örneklerine yüksek performanslı sıvı kromatografisi (HPLC) ve gaz kromatografisi-kütle spektrometresi (GC-MS) gibi analitik teknikler uygulanmıştır. Bu yöntemler, zifir içindeki polisiklik aromatik hidrokarbonlar (PAH), nikotin türevleri, fenoliler ve diğer toksik bileşenlerin ayrılması ve tanımlanmasını sağlamıştır. Elde edilen sonuçlar, sigara izmaritlerinin çevresel ve insan sağlığı açısından önemli tehlikeler oluşturduğunu göstermektedir. Zifir bileşenlerinin detaylı analizi, bu atıkların arıtılması ve bertaraf edilmesi için uygun yöntemler geliştirmeye katkı sağlamaktadır. Çalışmanın bulguları, sigara izmaritlerinin kontrollü yönetiminin gerekliliğini vurgularken, aynı zamanda zifir bileşenlerinin çevre kirliliğini azaltmak için potansiyel uygulamalarını ortaya koymaktadır. Bu araştırma, çevre koruma ve halk sağlığı politikalarının geliştirilmesinde önemli veriler sunmaktadır.",1,35402,claude,Prompt_2
AI_480862,"Tıp Fakültesi öğrencilerinde internet bağımlılığı yaygınlığı, internet bağımlılığının sosyodemografik özellikler, depresyon ve sosyal fobi ile ilişkisi","# İnternet Bağımlılığı ve Psikiyatrik Belirtiler Arasındaki İlişki Tıp fakültesi öğrencileri arasında internet bağımlılığı giderek artan bir sorundur. Yapılan araştırmalar, bu popülasyonda bağımlılık oranının %15-30 arasında değiştiğini göstermektedir. Yoğun akademik programlar, sınav stresi ve sosyal baskılar öğrencileri aşırı internet kullanımına yöneltmektedir. İnternet bağımlılığı sosyodemografik özelliklerle yakından ilişkilidir. Erkek öğrenciler, kadın öğrencilere kıyasla daha yüksek bağımlılık oranları göstermektedir. Ayrıca, düşük sosyoekonomik düzeydeki ve tek başına yaşayan öğrencilerin bağımlılık riski artmaktadır. Yaş faktörü de önemli bir rol oynamakta, erken yaşlardaki öğrenciler daha duyarlı bulunmaktadır. Depresyon ve sosyal fobi, internet bağımlılığının önemli psikiyatrik komorbiditeleridir. Depresif belirtiler gösteren öğrenciler, olumsuz duygulardan kaçınmak amacıyla interneti aşırı kullanmaktadırlar. Sosyal fobi yaşayan bireyler ise çevrimiçi ortamda daha rahat hissetmekte ve gerçek yaşam sosyal etkileşimlerinden uzaklaşmaktadırlar. Bu durumlar birbirini pekiştirerek kısır bir döngü oluşturmaktadır. Tıp fakültesi öğrencilerinde internet bağımlılığının erken tanısı ve müdahale, ruh sağlığı sorunlarının önlenmesi açısından kritik öneme sahiptir. Üniversite yönetimleri, rehberlik hizmetleri ve psikiyatrik destek sistemlerini güçlendirerek bu sorunun çözümüne katkı sağlayabilir.",1,480862,claude,Prompt_3
AI_212410,Coğrafi bilgi sisteminde vektör veri standartları ve VMAP2 üretimi,"Coğrafi bilgi sistemlerinde (CBS) vektör verilerinin yönetimi ve standardizasyonu, harita üretim süreçlerinin temel bileşenini oluşturmaktadır. Vektör veri standartları, farklı kurumlar arasında veri uyumluluğunu sağlayarak bilgi paylaşımını kolaylaştırır ve tekrarlanan çalışmaları ortadan kaldırır. Bu bağlamda, VMAP2 (Vector Map Level 2) standartı, özellikle askeri ve sivil uygulamalarda küresel ölçekte coğrafi veri temini için önemli bir rol oynamaktadır. VMAP2, belirli geometrik ve semantik kurallarla tanımlanan vektör formatında coğrafi bilgiler sunarak, tutarlı veri yapısı ve kalitesi garantisi vermektedir. Standart, topografik unsurları, ulaştırma ağlarını, hidrografyayı ve yapılı çevreyi içeren kapsamlı veri katmanlarını belirlemektedir. CBS ortamında VMAP2 verilerinin üretimi, uydu görüntüleri, harita dijitalleştirme ve arazi ölçümleri gibi çeşitli kaynaklardan yararlanılarak gerçekleştirilmektedir. Vektör veri standartlarının uygulanması, veri kalitesinin kontrolünü, meta veri yönetimini ve uzun süreli veri korunumunu desteklemektedir. VMAP2 üretim sürecinde koordinat sisteminin belirlenmesi, topojolojik ilişkilerin kurulması ve nitelik verisinin doğrulanması kritik aşamalar olarak karşımıza çıkmaktadır. Böylece, standart vektör veri formatlarının kullanılması, coğrafi analiz ve karar destek sistemlerinin güvenilirliğini artırmaktadır.",1,212410,claude,Prompt_1
AI_236728,Bir üniversite kampüsündeki öğrencilerin yeme tutum ve davranişlarinin değerlendirilmesi,"# Özet Bu araştırma, üniversite kampüsündeki öğrencilerin yeme tutum ve davranışlarının çeşitli değişkenler açısından incelenmesini amaçlamaktadır. Çalışma, öğrencilerin beslenme alışkanlıklarını, beslenmeyle ilgili tutumlarını ve bu tutumları etkileyen faktörleri sistematik olarak değerlendirmektedir. Araştırmanın örneklemini farklı fakülte ve sınıf düzeylerinden seçilen öğrenciler oluşturmaktadır. Veri toplama aracı olarak anket ve beslenme davranışı ölçekleri kullanılmış, sosyodemografik özelliklerin de kaydedilmiştir. Analiz sürecinde tanımlayıcı istatistikler ve ilişkisel testler uygulanmıştır. Bulgular, öğrencilerin beslenme davranışlarının cinsiyet, yaş, sosyoekonomik durum ve kampüste kalış süresi gibi faktörlerden etkilendiğini göstermektedir. Araştırma, öğrencilerin düzensiz beslenme alışkanlıkları, hızlı tüketim eğilimi ve sağlıksız gıda tercihlerinin yaygın olduğunu ortaya koymaktadır. Ayrıca beslenme bilgisi düzeyi ile beslenme davranışları arasında anlamlı bir ilişki tespit edilmiştir. Sonuç olarak, üniversite öğrencilerinin beslenme davranışlarının iyileştirilmesi için kapsamlı beslenme eğitim programlarının geliştirilmesi ve kampüs ortamında sağlıklı beslenme seçeneklerinin artırılması önerilmektedir. Bu müdahaleler, öğrencilerin hem akademik başarısını hem de genel sağlık durumunu iyileştirmeye katkı sağlayabilir.",1,236728,claude,Prompt_2
AI_360773,"4-kloro-2-nitrofenol ve salisilaldehit'ten yeni schıff bazlarının sentezi, çeşitli komplekslerinin hazırlanması ve gaussian 
programıyla teorik nmr hesaplamaları","# Schiff Bazlarının Sentezi ve Karakterizasyonu 4-kloro-2-nitrofenol ile salisilaldehit'in kondensasyon reaksiyonu, önemli Schiff bazlarının sentezlenmesinde temel bir yöntemdir. Bu reaksiyon, aldehit grubunun birincil amin ile etkileşiminden oluşan imin bağının oluşturulmasına dayanır ve organik kimyada yaygın olarak kullanılmaktadır. Sentez prosedürü tipik olarak, uygun çözücü ortamında (etanol veya metanol) ve hafif asidik koşullarda gerçekleştirilir. Elde edilen Schiff bazları, UV-Vis spektroskopisi ve kütle spektrometresi gibi analitik tekniklerle karakterize edilmektedir. Bu bileşikler, çok dişli ligand özelliği göstererek çeşitli metal komplekslerinin hazırlanmasında kullanılabilmektedir. Metal komplekslerinin sentezi, Schiff bazının metal tuzları (bakır, nikel, çinko gibi) ile reaksiyonu yoluyla gerçekleştirilir. Oluşan komplekslerin yapısal özellikleri, FT-IR, NMR ve X-ışını kristalografi ile belirlenebilmektedir. Gaussian programı kullanılarak yapılan teorik NMR hesaplamaları, deneysel verilerle karşılaştırılmak üzere önemli bilgiler sağlamaktadır. Bu hesaplamalar, kimyasal kaymalar, spin-spin bağlanma sabitleri ve hiperfin yapı hakkında tahminler sunmaktadır. Teorik ve deneysel verilerin uyumu, önerilen yapıların doğruluğunu desteklemekte ve komplekslerin elektronik özelliklerinin anlaşılmasına katkı sağlamaktadır.",1,360773,claude,Prompt_3
AI_591973,İfade özgürlüğü bağlamında gazetecilikte sansür ve otosansür araştırması,"Gazetecilikte sansür ve otosansür fenomeni, ifade özgürlüğünün temel ilkesiyle doğrudan çatışan kritik bir konudur. Bu araştırma, dış baskılar ve iç mekanizmalar aracılığıyla medya organlarının nasıl kontrol edildiğini incelemektedir. Resmi sansür uygulamaları yanında, gazetecilerin ve editörlerin kendilerini sınırlandırması olarak tanımlanan otosansür, daha incelikli ve yaygın bir sorun teşkil etmektedir. Çalışma, ekonomik çıkarlar, politik baskılar ve güvenlik kaygıları gibi otosansüre neden olan faktörleri analiz etmektedir. Medya işletmelerinin ticari kaygıları, reklam gelirleri ve sahiplik yapısı, editorial kararları önemli ölçüde etkilemektedir. Ayrıca, yasal tehditler, şiddet tehditleri ve sosyal medya baskısı da gazetecilerin kendisini sınırlandırmasına yol açmaktadır. Araştırma bulgularına göre, otosansür sıklıkla açık sansürden daha zararlıdır; zira halkın bu mekanizmayı fark etmesi daha güçtür. Demokratik toplumlarda bile, gazeteciler çeşitli baskılar altında bilginin akışını kısıtlamaktadırlar. Bu durum, halka ulaşan bilginin çeşitliliğini azaltarak, haber alma hakkını ve kamusal tartışmanın kalitesini olumsuz yönde etkilemektedir. Sonuç olarak, ifade özgürlüğünün korunması, sansür mekanizmalarının tanınması ve otosansüre karşı kurumsal direnç geliştirilmesini gerektirmektedir.",1,591973,claude,Prompt_1
